Ergamtoota wayyannee sanyii hattuu waggaa meeqaa dhigaa ummaata itoophiyaa dhugaa turtaan.	0
Wayyaannen waraabessaa guyyaatii umaataa qoqooree fixee lafee caccaabsachuuf angoo barbaadii hatuu gantuu kanmafu tigree bakka jirtutti fixa.	0
Kanaaf nagayaatu ijoollee Itoophiyaa barbaachiisa.	1
Sanyiin isani lafa kanarra hin jiratini hadhumanu warri amaraa.	0
Barana kolfaan nufixan warri Bilxiginnaa.	2
amaaraafii miseensota bilxiginnaa qofaatu bakkaa tokko tokkotti bahe male mottuman kufu gessetti ta'i egi.	0
maleee oromoofii saba birootis kan hiriira pp iif bahe hin jiru.	2
Mootummaan itoophiyaa jijjiirama Qabsoo Ummataatiin dhufee fi Ummataan filatameedha.	1
Jijjiiramni Qabsoo Ummataatiin dhufe ammoo Mootummaa Abbaa irree kan tahe kan Humna ofii malee Murtoo Ummataatitti hin amanne Murnoota ofii isaatiin ijaareen Biyya diiguuf yeroo deemutti nuti Ummanni Itoophiyaa Obsinee teenyee akka hin ilaalle jala muranii beekuu qaban.	0
Seenaa Itoophiyaa keessatti mootummaan impeeriyaalotaan ijaarame fagoo deemee hin beeku bilxiginaanis dhihotti badi.	0
Amerikaa bulchuuf walii galan.	2
Kuun ebjuu dhaa.	2
Kanan jedhuu motumaa ummanni filate qabna.	1
Jalqabbii gaariidha, jabaadhaa.	1
Warra itoophiyaa diiguuf qophaa'an hin milkaa'an dacheen itoophiyaa ofitti hin fudhattu.	1
Namni waan dabe hin beekne waan dhufu hin beeku.	2
itoophiyaa Nagaan Kan argatuu yoo Abiyi Ahimed angoo gadhiisee qofaa liqimsaa yaa umaataa.	0
Abiyyi amma homa fedhe osoo godhee dhumateef kophaa isaa tdf fi ABO yomiyyuu hin hinjifatu TDF yuu hin dandeennee.	0
Garuu biyyi keenya yeroo amma kana ana baayyen yaadawe biyya giiduu hin dandessuu garuu shanee wajjin motumma kufisuu ni dandesii.	0
Nuti kan barbannu ango osoo hin ta'in oromoon abba biyyumma mirga lubbun jirachu nagenya qaama fi bilisumma ragasisu barbanna kun hangaa yonna nuf hin tane.	0
Mootumma cehumsaa waanni ja'ama itoophiyaa keessaa hin jiruu ummaanni itoophiyaa mootumma isaa tahu filaate jira.	1
Dr Abiy ahimed jabaa ummanni Oromoo qabudha Abiyyiin Afirrkaa irra Dabree furumata addunyaa tahuu issa hojiin mirkaneesse jira.	1
Raabbiin biyyaa kenyaa naga nuf hagodhuu.	1
Namichi kun qabamu qaba yeroo dhiho keessati.	0
Jabadhuu Abiyyii raabii si hagaragaruu.	1
Ani tigirayis hin deggaru bilxiqinnas hin deggaru ani oromoo yo tokko tae qofa gammachun koo.	1
PP afani oromoo dubatti oromoo miti oromoo of fakessitti.	0
Abiyyii funyaaanin kufuu malee jireenyii hin jiru tolchitanii beytu kana.	0
itoophiyaa kan bulchu Amerika osoo hintanee motuma itoophiyaa ummata itoophiyaa qofaa.	0
Bayee garidhaa.	1
Mootummaa kan shomuu waqayoo dha. 2	
Yaa raabbii siittii furmata biyaa kenyafi.	2
Injifannoon kan ummata itophiyaatti.	1
itoophiyaa Abiyyi qabrii keessa yoo ya'e malee lafarra jiraatuu hin dandeessu.	0
Akkuma tolu rabbi nuuf haa godhuu.	1
Hin barbaanu lamii ameerika kamiiyu nuraa haa debi'uu.	0
Ammas taanaan tigraay qaraqaaramuu qabdi.	1
Maaltu galche ameeriikaa waa'ee itoophiyaa keessa nutti dhimmashee hin qabnu.	2
Sammuu isaanii keessaa haquu hin dandeessanu.	2
Rakkoo keessoo isaa furachuuf ummanni Itoophiyaa gahaadha waan taateef guutummatti jidduu seentummaa warra adii hin barbannu.	1
Araada nagaa qabnaa waaqayyoon nagaa haa nuu kennu.	1
Kana dura waaliin taane ABO dhabamsiifna jedhee ture namtichi kun.	2
Adaraa Rabbii nagaa ooltanii!!.	2
Abiyii diqaalaa minilik afaan oromoo bartee oromoo fixaa turee.	0
Sanyii Abichuu kotaa.	2
Koomishinni Mirga Namoomaa Tokkummaa Mootummootaa fi Koomishiniin Mirga Namoomaa Itiyoophiyaa Ba'ii Qorannoo Isaanii Waloorratti Ibsa Kennan.	2
Oromiyaa keessatti qofa kan mana hidhaati yaa'anii ajjeefaman meeqa ta'uu achi'oo qorachuu hin barbaachisuu moo isaan nama miti.	0
Hanga abiy oromoo ajjeessee minliki hin ajjeesseen akka issa kanatii waggaa sadii keessaa ilma oromoo mee fixe.	0
Motummaan duguuggaa sanyii ummatarratti rawwacha turuun niyaadatama yoo Abiyyiin angoo gallakkise qofa lollii dhabatta yoo gallakkisuu baate itti fuufa.	0
Hayyoonii Oromoos mana hidhaa keessaa gubachaa jira gudeeddan dubartoota irratti rawwacha kan ture mootummadha.	0
Ammaa Akkaa Addunyaati Akkaa Itiyoophiyaa kan Biyyaa Bulchaa Jiraa Oromoodha.	2
U mirga dhala namoomaa yoo Oromiyaa seenee qoratu baatee lolli kun hanga mirga keenyaa kabachiifannuti ittifufaa.	0
Warri yeroo hunda Midha kaa midhamef boyu Budeena fakesse rassasa soruu maloo nu dhissaa biyaa nun diginatti senan borii mal Sinin jedha.	1
Tarkaanfiin Ummata nagaa irratti fudharamu kallattii kamiinu balfamuu qaba.	2
Laammii Koo jaabaadhuu jaajaabee too.	1
Abiyi biyya diigaa jira.	0
Abbyii serati nuu dhiyessa yadesun soba Yoo abbiyin sera adunyati dhiyachu bate.	0
dhugaan hin qallatti malee hin cittu.	2
Kuuloo afaan oromoo hin galuu fi amalee Akka Waan abiyyi nama garii godhiin dubachaa jirtti itti fakatte gamada jirtt Ayyyiii kuloo.	0
Biyyi koo Waaqayyoo waaqeffata guyyaa tokkoo harkii waaqa Itoophiyaa ol qaba kana immoo naan amana.	1
nutti hin deebi'in jedhaan kaa maaloo warri ollaa!.	2
Kana booda itoophiyaa waanti jedhu hin jiru abdii kutadhaa.	0
Diigamuu Itophiyaa uttu oddeesitanii Ijaramuu ishee agartu.	1
malif yada'an Umani Adunyaa tana Kunis.	2
Adaraa keessan hin yaadda'iinaka badaa yaadda'aa jirtu.	2
Oromoo maalttu galchee wa'ee itoophiyaa.  0	
wa'ee Oromoo malee kan duraatu dhigni ijjolle keenyaa nuu mararaa hanga yonatti.  2	
Yada garidha galatomi lamiko biya kenyaf dhabachu qabna.  1	
Nafxanyota afan oromoo dubattu rabbin ha fixu.  0	
Baayy'ee baayy'ee namattola Oduun har'adha. 1	
Bayyee xiqqaadha maal jechuudha addunyaa guutu irraa namni hangaan qoftii du'ee jedhanii himuun.  2	
Yaa waaq dhugaan Abbaa dhugaaf. 2	
tole jabaadha silaa saba bal'aa bakka buutanii. 1	
Abiyyi aangoo yoo gadi lakkise malee Itoophiyaan hin tasgabbooftu.  0	
Inni diina Orommoo fi saboota kaaniti.  0	
Oddooffannoo wayitawwaa nuf kenuu keessanif galatomaa.	2
Hangaa nafxanyichi kilo afur keessa bahuti itophiyaan nagha argatii jedhee namii yadduu marataa akka isaa qofaa.	0
Woraana fokkisa kana keessa rabbi nu'aa baasu.	1
waaqayyo biyya keenyaaf nagaa ha kennuu.	1
Dhimmii jaarsummaa jedhu yeroon issa darbeera amma injiifatamu tplf argiinera.	2
Nagaa biyyitti kan boorresse namicha Abiyoot jedhamu kanadha.	0
Bilxiginnaan paartii oromoo ofiitii dhiibbee amaaraa ofiitii qabee.	0
Tokkummaan Keenya Nama Taajjabsiisaa.	2
kan seeraf heera biyyaa diiguf yaale hidhamuu qaba.	1
Qaamni mootummaatis tarkaanfii sirrii fudhachaa jira.	1
motummaan dirqama nagenya biyyaa eguuf tarkkanfi kamu fudhachu danda'a.	1
Kan bayyee na kofalchisuu umataa milaa qulaa as jala figee nama arabsuu.	2
Abichu dhumatuu isiin bulchaa rabii gadiiti inshaa Allah.	0
Hiree Uummata Oromoo Kan murteessu lolaa qofadha.	0
WBO Gaachan Oromoo nuu jiraadhaa otuu isin hin jirree nafxanyaan kana caalaa nutti xabatti mirgaan galaa lammii kiyya.	0
Milkini galaaa rabbiii isin haa gargaruuu dhugaa qabanaa haqaa falamatuu jabbadhaaa mirgaa galaaa.	1
Nufii jiradhuu WBO qofa abdii oromoo marra.	0
Yo waqni jedhe abichumatu isin bulcha rabii wajii ni mo'aa gofta wajiin.	1
Ergaa finfinnee galuuf jechuu eegaltan bubbullee jira.	2
Bishaan jigsanii bishaanuma waraabuun faayidaansaa maali.	2
inni teessoof du'aara malee biyyaaf mitii garuu Kan du'aru ilmaan abbaa hiyyeessati.	2
Rabbiin teessoo San si jalaa haa fuudhu mottumama nama nyataa nana.	0
Ofii keesaanii iddoo gaarii teesaanii ijoollee hiyyesaa fixaa kaa isaaanii hadha hiyyesaa bosisaa biyyaa ijaratuu rabbi issin ha balessu.	0
Oromoon inuma rakkaate bara kana.	2
Dhugaa ummataa oromoo rabbiin haa baasuu.	1
Mootiin hin himatamu samiin hin qotamu.	2
Rakkoo jiru amanuun kee waan tokko.	2
OPD Durii Bilxiginnaa Ammaa Afaan qabdanii hin haasoftu Hiree ummata Oromoo kan Qeerroon Oromoo Dhiigaan Hiike Isintu guduunfee irra taa'aaraa.	0
Wayyaanee caalaa kan Oromoo nyaatee mottuma bilxiginatti.	0
gochaa keessanirra kan Oromoo yeroo kanattii bineensa ni simata.	2
Wayyaane caala namumti akka kee fi Abiyi uummata Oromootti taphate hin jiru.	0
Ammaa iraa debiyi yadi mee oromoon mal kessaa jiraa.	2
Warri Rakkoo uummata keenyaf furmaata ta'aa jirtan ulfaadhaa.	1
Gaalatoom ijoollee oromo babareeduu tiyya walluman biyya kan ijara.	1
Nutis hangaa lubbuun jirru waan godhuu qabnu kamiinuu waliin dhabbane biyya kana ijaru qabna.	1
ida'aamu osso jedhu hirise fixe abiyoti kasaye kun mottumaa mallitti inni badu qaba lafa kan irra.	0
FAANOON CUBBU OROMO IRRATI BAASU QABDI WOBOON FAANO lafa irra fixu qaba.	0
Wbo oromiya sanyii koo iijiifanoo gallii itiimuudii jabadhuu goottaa gaafaa xiiqi baranna mottuma kan ballesun kana alla caraa birra hin qabnu.	0
Worri diaspora galani mootumma bilxiginna irra qooda fudhate OPDON waantakka qabani.	0
Yaa rabbii amallee gabrummaa lamatta wayaneen way nurratti deebiti atti nuraa danda'i si furmanni waan hunda.	2
Rabbii biyyee issiin ha nyachisuu Amalee oromoo waggaa dhibaa tokko akka of dubba deebi'uu TPLF waalii dalagaa jirttaan walumaan ilaalaa bilisumaa TPLF.	0
Rabii issin haa ballesu maqa oromo qabatani wayyanee jala figdu maal ammaa bilisaa isin basti wayanen offiyu wanti nyi wayane tate badu qabdi.	0
Yaa Allaaha yaa Abba malaa nagaaya nu godhii Diina keenya Nurraa qabii ifattii nu baasi atti nu gargari.	1
rabbii issiin haa qaannessu gantuu sabaa ergamtuu alagaa issin warri oromoo ficisissa jiru.	0
Isiin jeechaan galtuu baandaa abaarsiistoota ummata oromootaa rabbi lafa irra issin haa fixu.	2
Yaa rabbi namicha maraataa kana nurraa kaasi lubbuun jirtu ilmaan namaa addunyaa irraa godaanee haqaa offi dhabe kun maal bulchadha.	0
Oromoon haala kamiin komaand post kana bilxiginaa harkaa faashaaleese injifaano ofii gonfachu dnada'a kana wbo itti yadu qaba.	0
Qabsoo WBO taasisaa jiruu fi firii argamaa jiru yeroo yeroon hordofuun kan gabaasu namni ramadamuu qaba dargagon kenyaas duka hiruf oddefano barbada.	0
Qabsoo WBO taasisaa jiruu fi firii argamaa jiru yeroo yeroon hordofuun kan gabaasu namni ramadamuu qaba kanattu nu barbachisaa kanan achi rakkisadha.	0
Mottuman hin jiru hurgufame dhumera amma hundu bakka jirutti wal gurmessa off bulchu qaba.	0
Anaaf baay'ee gammachuu guddaadha bayye natti tole akkasuman itti fufaa.	1
Deegartoonni bilxiginnaa ilmaa abiyyooti himaatan warrii biyyaa diigee issini.	0
warrii oromoo gaanee illee isiin warrii abiyyooti nyaaatee illee isiin.	0
Tarkaanfiin Ummata nagaa irratti fudharamu kallattii kamiinu balfamuu qaba waan nuu fayyadu mitti.	2
Tokkumma irrati hojadhaa, ammaas tokkummaa, ammaas tokkumma san qofaatu nubaasa kanuma dhamsi anni qabu.	1
Oromoon Wali quba laachu dhisuu qabdi wal gargaru qaba.	1
Wal nyaachu hin qabduu bu'aa hin qabu.	2
Abiy PP waliin biyyoon itti haa ulfaattu kaa nagaatti yeroo dhihotti angoo irra bu'un issa bekamadha.	0
Abadan Abban biya WBO gachan saba nuti umani oromoo WBO wajin jira yomiyu Abban biya oromodha wbo male kan billisa nu basu hin jiru.	0
Ammas taatu nutti sodaa hin qabnu hidhanne Lola jirra male afaan qofan mitti.	0
Jalatanusi jibitanusi sichi abiyi wogaa digdamma issin bulcha calassi ta'i.	0
Ittii muddii ijifannoo kanin orommoo ittii akksuman itti haa fufu.	1
Jarrii eessaan oromoo tahanii yommiyu OPDO oromoo ta'u hin dandessu.	0
Pp nama mukkaa offi gaararaat muruu tate badu qabdi rabbi ishe ha ballessu.	0
Yoo rabbi jedhe wal argaan finfinnetti wbo wajiin kun dirqama kenyaa wallin falmane billisa bau qabna.	0
Dhugaa keeti parttin oromoo ama bodaa adda wol qoduni hin barbachisu tokko tane wallin dhabachu qabna.	1
Jabadhuu Woboo koo bilisumani baranuma Abdi Rabbiittiin issin male kan bira hin qabnu nura fonqalacha mottuma nama nyataa kana.	0
Mottumaan abiyi cabnaan oromoon mumichaa minsteraa osoo hin taanee amas oroomon hin bilisoomnee kanuma haqni jiru.	0
Tokkoomma nubarbaachiisa qabsoo tenyaa akka galma geessuf amms tokko haa tanu ummatni itoophiyaa.	1
mottumaan kun ofii baddee ummata baleessaa jiraa.	0
Abiyoti kufee jira yeroo hin qabuu qeroo qabe gara adda warana erguu hin dandauu badu qaba inni ummatta oromoo lafa irra fixe.	0
Ummanii biyyaa keessaa jirraan akka sirrnaa mottummaa kana hin fudhanee Qeerroon bakka jiruu hudaraa sochi gochuun barsissu qaba.	0
Sila akka inni saba oromoo fixeef hammuma guutumatti dhumne ture sila.	0
mirga lubbuun jiraachuutuu hin arganne nuti dachee oromiyaa keessatti kana calaa maal nu godhaa mottuman kun.	0
Namni lammii irraa dhalte ganne diina oromoo fi ummataa oromotti yommiyu.	0
Mootin kesani woyyanee likkisi itti hima jira ama ille itti haa himu.	2
Abiyi Ahmed Ali jedhii seeni hin argitaa haqamuuf dhiisuu isaa.	2
kun kijiba nama qaannessuudha jaranna qaanfadhaa.	2
Abiyyin haqef dhaabbanni fesbukkii haqeesa akkamitti bartan.	2
Wayaneeni angootti debite umataa kenyaa fixuf demtti tigree bakka jirtutti ammumma irra kasa fixaa.	0
gaariin ergamtun Juntaa kun Abiy baqatee biyaa baa'aa jette.	2
nuutu biyyaa dhaqee bulcha jeetee afaan bantii yonaa safuu Dhamatuun dhama raaftee roon anaan naa'baauu jeetii issaa keesanii kana.	2
Motuman kun ofis jibame umata itoophiyaas jibisisuf dema jira osoo nuraa bade wayya.	0
Guyyaa gabaabaa kessatii juntaa fi wbo wallin itoophiyaa awaluf dema jiru.	0
San dura mirgi hin sarbamu ture jechudha. 2	
Shaneen shanumaa oromo kamisee nyaachise dina kenya jarri.	0
Nuhi sablammii miti oromoodha dhagesse jirta.	0
Oromummaa isinii miti kan namarraa fuudhu.	2
isinii mitii kan namaaf kennu Nuti Sablammii Mitti Saba Oromooti malee.	0
Teessoon Marii caccabee jira kan boda lafan dhahudhaa mottuma kana.	0
kanaaf kan kana booda hafee jiru yakkamtootaa fi leellistoota sirna nafxanyaa fi faashitoota bilstiginnaa bollatti naqudha male.	0
garaa ishee keesa urree cooma sangaa booranaa yaasuutu hafe.	2
Nuuf jabadha walmalee humaa hin qabnuu wal jabbessa male.	1
Tole OROMOON BAKKA JIRUTTI WALII GALAA DEEMAA JIRA kun waan nama gamachisudha.	1
KUNIS ODUU aaga dhagayuu KEENYA Ilmaan OROMOO NUUF YAA bultu namatti tola bayye.	1
bay'ee nama gamachiisa dhugaa bayye natti tole tokkuman kenyaa.	1
Humni addaa oromiyaa gaachana sabaa kan Aarsaa guddaa kafalla jirudha degaramu qabu.	1
Kananumaa barbaanaami adaan cituu hin qabuu iti fufuu qabaa kara garii irra jirtu.	1
Ummanni oromoo Amma akka durii miti kan Isa baasu Beeka fayyuma off hinm dhiphisinaa.	1
Sabbaa sablaamin hin jiruu kaan dhumaa jiruu oromodha kana hundu beku qaba.	0
raadariin ilaale itti naqaa jiraa gootni tooftaa beeku hundaa fayadame.	2
Sablammiin biyyoo haadha kee hanyaatu nuti saba oromooti malee sablammii miti maal jedha kun.	0
Namoonni as jalatti mottuma qeeqxan hundi keessan akka oromoo hin taane ifatti beekama.	0
sababni isaammoo qubee Afaan oromoo guuttanii barreessuu hin dandeessan!!!.	2
Ummanni kotte duudan kun rumichaa dhaqee reeffa nyaatuf kolfa moo gowwaan kulloo badi ass jalaa.	0
Odeeffannoo ammayyaawaa uummata Oromoo fi Itophiyaaf daddaffiin dabarsuu qabdu kun waan bayye garii natti fakkata.	1
Saboota biroo Oromiyaa keessa jiraniif wabii ta'ufin garidha.	1
Maal jettaan warra wayyaanee warra dhiigaa ilmaan oromoo dhuguu bartaan yommu tanan badu qabdanni issin.	0
Obboleessa koo maalif hin taane juntaa ni deeggara taanan daaraa haagodhan waan badu qabduf.	0
kan dandeesu dhaani jennaan gowwaan galee nitti gale dhane.	2
Mal jechuudha sablaammaffaa nun jettanii nuf hin gale.	2
Ammatti sabni Oromoo dhugaaf soba adda baafateera salphatti hin gowomminaa.	1
garatti gorus beeka waan isa baasus beeka sabni kun saba dammaqaadha!.	1
sab-lammii jechuun Sabaa fi saboota sadettami afuran bakka bu'aa jechudha dhiroo.	2
Afaan oromoo dubbachuun oromoo sin godhu atti gantudha warri bilxiginna.	0
tarkniffii sirridha itti fufu qaba natti tolera ejenoon mottuma kenyaa.	1
jabadhaa iliman oromoo issin fana jira.	1
Sirreessuu kessanif galatomaa namatti tola bayye.	1
Suuraa namoota sanaa nuu maxxansi mee yoo dandessan.	2
Sablammi maali jechuudha saba malee maal tatanni yaa sabaa.	2
Hin hafaa ganaa maal agaree.	2
Namin kun hunddi maal hojidhaf waltti qabamee ture nama dhiba bayye.	2
Abichun ummata itophiya fixe lafa itoophiya jirachisufi natti fakkatta.	1
Rabbii tokkichaa qofa nuu haa gargarru.	2
Qabbson itti fuufti abichuun diinaa ormooti kun wanumma ifaa jirudha.	0
Dargaggoon keessan jiranii gurba jarsa duwadhaa.	2
Ganadha kee gudiin kee mee tenyee ilalla.	2
Abiyyiin waan Abdii murateef ummata kenyaa lafa irra fixa jira.	0
Namichi fayya hin qabu natti fakkata.	2
nannoo amara hin xuqu kan oromo malee diinummane inni oromoof qabu kana oll hin jiru.	0
Rabbi siif haa kaafaluu abiyi ilmaa hiyyeessa nyaate fixa jira.	0
otoo lubbu jiruu dhigaa ilmaan hiyyeessa lafa sii bussu hin ollu.	0
yaa rabbii biyyaa tenyaa nagaa nuf godhi.	1
Kuni jibbaa bilxigiinnan ummaataa oroomoti qabdu agaarsiisa yommiyuu dina kenyaa.	0
amara keessatti ji'aa sadii olii woraanni deemaa turee guyyaa tokkoo diroonin hin dhoofne takkitama godiinaa adda Oromoo Walloo woraanni eegaalen dirooni fayyaadamu egaalee jibbaan oromoo agarsissa kun.	0
sirna bilxigiinna ummaataa oroomotif jibba inni qabu kan dangaa darbeedha.	0
Sablammin maali Kan Dhumaa jiru Oromoota qofadhaa.	0
Oromoo Walloo lafa irraa buqisuuf dema jirru hidhane falamaachu qabna nuttis mottumaa kana.	0
Oromoonni walloo shanee fi wayyaanee fira godhachuun isaanii dogongora cimaadha akka yadaa kotitti.	2
Kuni Abdii kutannaa qofaa miti maraatuudha malee mottuman kun baduf dema jira.	0
har'a boru osoo jennuu guyyaan achuma fagaachaa deema waan haraa garuu arga hin jiru.	2
Dhimmaa walloo irraatti osoo yaada kennitanni bayye natti tola ture.	1
haruma kana xiyyaaran rukkuta jira namni baayyeen dhumee jira oromoo caraan issa malif akkas ta'e nu fixe mottuman kun.	0
Namichii wayee biyaa bulachuutu Isa kesaa hin jiruu akumaa inni bakaa kan gayeetu gafii natii te kun bulchaa gadaa ta'u hin dadu'uu bayye nama dhiba gaffan yadu.	0
Abiyii diqaalaa minilik afaan oromoo bartee biyaa jimaa keessaatii afaan fi addaa oromoo bartee oromoo fixaajira male inni oromoo mitti yomiyyu.	0
Hojii gaarii hojjetaa jirtuu jabaadhaa issin wallin jira!.	1
Ijole woranti dhuma jirtu oromo qofa amari ilmo ufi woranati erga hin jirtu kanara nu dubadhaa warri mottuma kana malif nu ficisistu.	0
Of eegannoon garuu barbaachisaa dha waan hundaffu.	2
Kuulloon deemaa shimalis dhageeffadha boqqolloo irra jira maal gotu ass jalaa.	0
Hojjii bonsaa jojataa jirtaniiitti fufa.	1
Abiyyii Biyya Balessa Abiyii Biyyaa Ajessa Abiyii biyya cacabsa Abiyi Salpisaa jira kun maal mottumadha.	0
Waa'ee waarana keenyaallee jabeessa irratti mari'adha waan garii natti fakkata.	1
Rabbin nuraa haa darbuu namtiichaa abiyii kana nurra  haa ballesu.	0
Abbichuu abbaa malaa homaa hin baatu jalaa gotta oromootti inni.	1
Inni dhengadaa kamise gahee jetaan sun essatti bade ga'u dadhabanni.	2
Jimmaan kessa laafa maalee humaa qabnuu naa amani ummata kun bekamadhaa.	0
Oromon kaba walloo lola dironitin dhuma jira mottumaa bilxiginaa kun.	0
Amma jarri imalarra jiru finfinneen hin geenne male.	2
waan bayye baredadha hojjin mottuma kenyaa.	1
WOB birraa haa dhabanuu waan qabnuun oromoo koo qeroon hundi hidhachu qaba.	0
Jarra kana namni akka koo jallatani jirtuu oroomon qulquulun naaf debisaa anni bayyen jaladhaa.	1
Abbaa haqaa haqnii kee sii haa baasu kanumma wantti jiru.	1
Galatoomaa Hayyootaa Oromoo Jabbadha issin wallin jira.	1
Tigrayii kales dina kenyaa aras dina kenyaa yommiyu dina kenyaa.	0
Abiyifii tigrayyi gara garuma hin qaban ilman oromo biratii lamannu nu fixaniru.	0
baayyee galatoomaa issin jalanna.	1
Opdo hattu dha yommiyu tanan	0
Dhugaa kolfaan nuu fixani hin dandenye anni dhugaa.	2
Dhugaa jirtuu ittii himaa sirritti yeroo san ammanau.	2
Mali oromiyaa keessaa rakon hin jirumo kan na dhibe anna.	2
Baayye nama gaddisiisa maal godhu garuu ummani oromoo akkas yeroo dhumu.	0
WOB dhufee biyya kenyaa billisa basu qaba.	0
rabbiin issii haa salphisuu mottumaa kana amalee.	0
Finfinne magalag gudditti oromiyaatti.	2
Abiyyii mililikii calaa bineensa kun sirritti bekamu qaba.	0
hoorii bayyee qabdi  oromiyaan akka ganfa afrikatti tokkofadha.	2
osoo dhugaan qabsoofnee kun hundi nu mudatu dhugaa hawaasa kessa jiru dubbadhaa.	2
harkaa duwwaa karaa irra ollun fayida maali qaba kan irra hojechuun garidha waan qabaniin.	1
biyyi digagamtee amma oduu hin barbadnu issin jibinne nutti nurra bu'u qabdni warri mottuma kun.	0
injifannon kan ummata cunqurfama oromootti mottumaan kun kufu qaba.	0
hojji keessan hojjedhaa kanumatti issin bassa.	2
abiy ahimed kufuu qaba kun dirqama.	0
oromoon cimee iddoo qabachuu finfinnee bilisoomsuu ofiin ofii bulchuu yoo diddamee biyya itophiyaa jedhamtee wamamtuu irra fotoquu biyyaa ofii ijarachuu qabna.	0
uummata iyyessaf yadaa hundii tokko mitti.	2
oromoon wbo fana falmatte mottuma kana jigsu qaba.	1
ijoollee bilxiginnaa deegaran irratti tarkanfii fudhachuun dirqama fi barbachisadh dhumu qabdi lafa kan irra.	0
oromoon akkanatti callisun yadoo natti ta'era maali waan issa kun.	2
wa'ee duulaa nurraa dhisa nu hin fayaddu.	2
oromoon gamtaadhaan ka'ee falmachun mottuma kana lafan dhahuun dirqamaa.	0
ummani oromoo kun maalif wali hin galu maal ta'ettu laata.	2
amma wa'e biyya irratti dubbachuun gaariidha	
caalatti nafxanyaan oogantoota kenyaratti akka harka hin kafne qopha'anni egun gariidha.	0
dargaggoon oromoo garaa wbo makachu qaba amaraf lolu umma hin fayyaddu nutti billisomu qabna.	0
nagaa buusi waqayyoo biyya keenyaaf kan nu barbachissu kanumma.	1
jabaa keenyaa jabefachuun garii dha.	1
warotaa abiyi degeru bakaa argitanitti bira hin darbinna  ballessa.	0
yaa rabbi nuf diirmadhuu si male maal qabna.	1
furmaanni jiru qeerroo fi qarren oromoo wbo itti makkamun falmaachuu qofa dha.	0
dhugaa jette sabboonna oromoo wal cinaa dhabachuun garidha.	1
dhugaa kessan namatti tola bayye.	1
amaraa hin barbadnu yommiyuu.	0
furmanni maali nu dhibe waan issa.	2
warri nafxanyaa jaala figuu biyyo ishef qottu qabna.	0
oromoon bakka jirutti off ijaree amaraa ballesu qaba furmanni jiru kana.	0
sobni yerroo hundumaa dangaa dhugaa sentee motee hin beektu yommu tanan sobni hin mo'uu.	2
oromoon bakka jirutti wali galaa deemaa jira bayye namatti tola akkassitti itti haa fufu.	1
yaa waqqaayyoo sammuu nama nuf qajelichi atti.	1
hojji garidha ummattaa tokko guchuf hojechaa jirtu issin wallin jira nutti yommiyu.	1
injifanno guddaadha kun bayye nutti tolera mottuman kenyaa kana hojechu issatti nuttis waan qabnu maraan issin fana jira.	1
abiyi xiyyaaraan dhalattota oromoo walloo duguuggaa sanyii irratti raawwataa jira wallin tane issa ballesun dirqama kenyaa kun dirqamma kenyaa.	0
oromoon dandeetti hin qabduu osoo tigree jirachuu batee gafaa abiyi angoraa buftee ooromoo afaan walitti qabdii tigireen yommu dina moromootti kana hundu bekku qaba.	0
hangaa woraani bilisuumma oromoo dhufee biyyaa tasgabessutti biyyi kun yommiyu nagaa hin argatu furmanni jirus kanuma.	0
afrikaan yero dhihotti biyya haraa tokko dabalchuf demti akka yadaa kottitti.	2
kayyoo qabatama hin qabdanu issin nama  dhibdu.	2
kayyoon kessan biyya diguuf yommiyu hin milkoftanu nutti tokkodha yoomiyu tanan.	0
itophiyaan kan bira jiramo naaf hin gale.	2
yaa rabbi biyya kanaf nagaa bussi tokko nu godhi atti waan hundaa dandessa.	1
oromoon wal qabadhaa wbo wallin hirirraa walin dema baranna mottumaa kana offira cabsun caraa kana itti fayadamu qabna.	0
motumma marataa kana kufisufii torbanii tokko oli nutti hin fudhatuu wbo wallin lole kuffisna.	0
oromoon biyya kessa jiruu hidhatte mottuma nafxanyaa kana offira buqissu qaba itti muddi dafi.	0
wbo yommiyuu tanan rabbi gaditti mottumaa keenyaa mottuma kan biro hin beknu nutti.	0
qurxxumiifi galaani akka adda hin baane hoo yoom amanaa laata me nagfadhaa.	2
abiyi ni kuffa wbon ni dhufaa mottuma kanas lafan ni dhahaa.	0
oduu malee hoji irra hin ollu wanti hundinu.	2
bagaa nagaan dhuftanii issin jalanaa.	1
dhabni biyya bulcha jiru ummatta kana tokko gochuf waan garii gocha jira akkasumatti itti fufu qaba jena.	1
imalli gara finfinnee kana akkami issin bira.	2
diinni oromoo yeroo amma inni guddaan murnaa bilxiginatti kanuma dhugaa jiru kanafu falmane offira kufissu qabna.	0
nagaan haa dhufan egaa jira.	2
dhugaa  jirtu itti fufaa dubadhaa bayye nmatti tola.	1
yaadni keessan gaaridha loli biyya kenyaaf bu'a hin qabu wali galu qaba sablammin hundinu.	1
jirtuu ijolle oromoo jiradha bakka jirtannitti.	2
akkasi dhugadha wan garidhaa.	1
tokko suma kan nuf hafe kan birra hin jiru.	2
abiyi harka kenachu qaba kanan achi tarkanfi irratti fudhachuf demna kana beka off qophessa.	0
gabrumman gabrumaa caalu tokkuma dhabuudha hundi kenyaa tokko ta'un garidhaa tooko nu haa godhuu.	1
